customer_id,annual_spending,purchase_frequency,age,cluster,cluster_label
667,4617.534173868717,17,47,2,"Moderate-Spending, Occasional Buyers"
668,7255.989482874033,22,22,0,"Low-Spending, Infrequent Buyers"
669,1023.5452874104822,16,42,2,"Moderate-Spending, Occasional Buyers"
670,6637.260277883693,21,41,0,"Low-Spending, Infrequent Buyers"
671,6869.127788746444,27,34,1,"High-Spending, Frequent Buyers"
672,1889.9146513877758,22,38,2,"Moderate-Spending, Occasional Buyers"
673,4485.968608879477,21,45,2,"Moderate-Spending, Occasional Buyers"
674,4442.8387010063125,17,44,2,"Moderate-Spending, Occasional Buyers"
675,2888.732457923268,22,24,1,"High-Spending, Frequent Buyers"
676,3833.2749686136867,23,43,2,"Moderate-Spending, Occasional Buyers"
677,3334.136231801257,12,34,2,"Moderate-Spending, Occasional Buyers"
678,7628.405665135434,17,36,0,"Low-Spending, Infrequent Buyers"
679,6403.517589721192,22,36,0,"Low-Spending, Infrequent Buyers"
680,6907.332642491238,11,33,0,"Low-Spending, Infrequent Buyers"
681,6082.508096064853,29,47,2,"Moderate-Spending, Occasional Buyers"
682,3306.422343174156,22,34,1,"High-Spending, Frequent Buyers"
683,4213.21960058034,16,24,1,"High-Spending, Frequent Buyers"
684,5734.061841841877,23,31,1,"High-Spending, Frequent Buyers"
685,3166.8082866620816,17,37,2,"Moderate-Spending, Occasional Buyers"
686,6069.4976452585815,11,47,0,"Low-Spending, Infrequent Buyers"
687,4639.511902762797,14,41,2,"Moderate-Spending, Occasional Buyers"
688,4437.768788675604,23,26,1,"High-Spending, Frequent Buyers"
689,6066.439952305237,19,60,2,"Moderate-Spending, Occasional Buyers"
690,5666.39496722906,19,38,0,"Low-Spending, Infrequent Buyers"
691,4458.55075127138,16,48,2,"Moderate-Spending, Occasional Buyers"
692,6738.9947050463725,17,33,0,"Low-Spending, Infrequent Buyers"
693,3378.4050086001544,21,40,2,"Moderate-Spending, Occasional Buyers"
694,5923.903410416396,17,43,0,"Low-Spending, Infrequent Buyers"
695,5889.651886952575,21,47,2,"Moderate-Spending, Occasional Buyers"
696,4535.680341029015,22,46,2,"Moderate-Spending, Occasional Buyers"
697,5489.199533363177,16,44,2,"Moderate-Spending, Occasional Buyers"
698,3123.3296354220456,23,32,1,"High-Spending, Frequent Buyers"
699,6386.040528810352,17,29,0,"Low-Spending, Infrequent Buyers"
700,4722.646795335517,21,38,2,"Moderate-Spending, Occasional Buyers"
701,4215.915469221441,30,44,2,"Moderate-Spending, Occasional Buyers"
702,6573.513838755334,16,33,0,"Low-Spending, Infrequent Buyers"
703,3943.484464185861,23,46,2,"Moderate-Spending, Occasional Buyers"
704,2887.3080554546605,19,50,2,"Moderate-Spending, Occasional Buyers"
705,2665.0562397141443,21,26,1,"High-Spending, Frequent Buyers"
706,5909.014927018459,19,27,0,"Low-Spending, Infrequent Buyers"
707,3079.3559712555752,15,34,2,"Moderate-Spending, Occasional Buyers"
708,7632.191272976546,36,38,1,"High-Spending, Frequent Buyers"
709,1877.105888174417,13,30,2,"Moderate-Spending, Occasional Buyers"
710,7544.684552435057,27,49,0,"Low-Spending, Infrequent Buyers"
711,5316.526200803928,17,39,0,"Low-Spending, Infrequent Buyers"
712,4854.930332194412,23,35,1,"High-Spending, Frequent Buyers"
713,4182.621369786575,21,21,1,"High-Spending, Frequent Buyers"
714,5598.704171528107,22,22,1,"High-Spending, Frequent Buyers"
715,4943.547946362727,23,38,2,"Moderate-Spending, Occasional Buyers"
716,6654.952823024782,16,18,0,"Low-Spending, Infrequent Buyers"
717,5171.341472993059,23,45,2,"Moderate-Spending, Occasional Buyers"
718,5225.452642192817,16,33,0,"Low-Spending, Infrequent Buyers"
719,4454.581681679216,17,67,2,"Moderate-Spending, Occasional Buyers"
720,4914.581564418399,11,58,2,"Moderate-Spending, Occasional Buyers"
721,5461.702653338089,23,33,1,"High-Spending, Frequent Buyers"
722,2434.7474110150615,22,34,1,"High-Spending, Frequent Buyers"
723,2977.7218668414307,24,45,2,"Moderate-Spending, Occasional Buyers"
724,6114.896141034073,28,52,2,"Moderate-Spending, Occasional Buyers"
725,5256.298157191913,16,19,0,"Low-Spending, Infrequent Buyers"
726,4724.024995470982,23,18,1,"High-Spending, Frequent Buyers"
727,5027.650899598089,20,29,1,"High-Spending, Frequent Buyers"
728,5521.372558042506,18,41,2,"Moderate-Spending, Occasional Buyers"
729,4190.360479535958,21,40,2,"Moderate-Spending, Occasional Buyers"
730,3832.542911896531,17,46,2,"Moderate-Spending, Occasional Buyers"
731,5293.767882646523,27,23,1,"High-Spending, Frequent Buyers"
732,3532.440833577452,24,18,1,"High-Spending, Frequent Buyers"
733,5612.379133571708,22,44,2,"Moderate-Spending, Occasional Buyers"
734,2446.124593643239,23,27,1,"High-Spending, Frequent Buyers"
735,6543.733455988466,19,18,0,"Low-Spending, Infrequent Buyers"
736,5708.896223619565,29,36,1,"High-Spending, Frequent Buyers"
737,5384.044601470813,25,43,2,"Moderate-Spending, Occasional Buyers"
738,6474.03647591827,19,34,0,"Low-Spending, Infrequent Buyers"
739,7498.2116666938655,17,30,0,"Low-Spending, Infrequent Buyers"
740,6521.555097527195,11,33,0,"Low-Spending, Infrequent Buyers"
741,2238.688653002532,28,31,1,"High-Spending, Frequent Buyers"
742,3080.6345498964474,24,22,1,"High-Spending, Frequent Buyers"
743,4062.7721334564817,22,28,1,"High-Spending, Frequent Buyers"
744,5039.136575316251,15,40,2,"Moderate-Spending, Occasional Buyers"
745,5776.488530703685,12,38,0,"Low-Spending, Infrequent Buyers"
746,3911.384280269802,22,37,2,"Moderate-Spending, Occasional Buyers"
747,5280.150146715618,25,25,1,"High-Spending, Frequent Buyers"
748,3866.925601470016,13,33,2,"Moderate-Spending, Occasional Buyers"
749,4082.7232955120776,17,18,1,"High-Spending, Frequent Buyers"
750,2890.0083547276668,20,37,2,"Moderate-Spending, Occasional Buyers"
751,3615.1501308336437,18,49,2,"Moderate-Spending, Occasional Buyers"
752,2972.4730915754994,30,20,1,"High-Spending, Frequent Buyers"
753,3536.190120534001,18,29,1,"High-Spending, Frequent Buyers"
754,6580.462694911759,13,38,0,"Low-Spending, Infrequent Buyers"
755,3575.9016667520855,21,48,2,"Moderate-Spending, Occasional Buyers"
756,8948.573097256087,22,31,0,"Low-Spending, Infrequent Buyers"
757,5739.976851321334,19,28,0,"Low-Spending, Infrequent Buyers"
758,5277.254185542311,15,18,0,"Low-Spending, Infrequent Buyers"
759,3712.46332972818,15,36,2,"Moderate-Spending, Occasional Buyers"
760,6050.4648191134875,16,55,2,"Moderate-Spending, Occasional Buyers"
761,4136.543260643339,15,38,2,"Moderate-Spending, Occasional Buyers"
762,5183.014721968042,23,35,1,"High-Spending, Frequent Buyers"
763,8840.126807403192,20,38,0,"Low-Spending, Infrequent Buyers"
764,4855.910150413025,12,35,0,"Low-Spending, Infrequent Buyers"
765,6723.909989428514,16,27,0,"Low-Spending, Infrequent Buyers"
766,3945.235362311169,13,43,2,"Moderate-Spending, Occasional Buyers"
767,4947.517264254558,20,37,2,"Moderate-Spending, Occasional Buyers"
768,7656.200953453264,16,35,0,"Low-Spending, Infrequent Buyers"
769,4059.549413318349,18,25,1,"High-Spending, Frequent Buyers"
770,7718.672836995393,22,48,0,"Low-Spending, Infrequent Buyers"
771,6061.627903183213,19,42,0,"Low-Spending, Infrequent Buyers"
772,4156.299836158599,20,29,1,"High-Spending, Frequent Buyers"
773,5948.611608583282,23,45,2,"Moderate-Spending, Occasional Buyers"
774,6458.8316744400945,20,30,0,"Low-Spending, Infrequent Buyers"
775,5932.714943325795,26,27,1,"High-Spending, Frequent Buyers"
776,2644.6629201643154,20,27,1,"High-Spending, Frequent Buyers"
777,3909.2942362626973,21,18,1,"High-Spending, Frequent Buyers"
778,4628.722046672743,18,40,2,"Moderate-Spending, Occasional Buyers"
779,4888.349856349931,23,18,1,"High-Spending, Frequent Buyers"
780,5931.008146326017,18,23,0,"Low-Spending, Infrequent Buyers"
781,5266.551501399881,16,18,1,"High-Spending, Frequent Buyers"
782,2996.983461934848,19,34,2,"Moderate-Spending, Occasional Buyers"
783,5570.296776508945,24,33,1,"High-Spending, Frequent Buyers"
784,5915.878617925735,20,32,0,"Low-Spending, Infrequent Buyers"
785,5839.68567189656,22,25,1,"High-Spending, Frequent Buyers"
786,6621.171088331933,16,23,0,"Low-Spending, Infrequent Buyers"
787,6250.883231823356,23,40,0,"Low-Spending, Infrequent Buyers"
788,5688.770118842655,25,29,1,"High-Spending, Frequent Buyers"
789,4894.75143281203,18,38,2,"Moderate-Spending, Occasional Buyers"
790,2508.5585997260127,19,26,1,"High-Spending, Frequent Buyers"
791,5644.427328698879,19,37,0,"Low-Spending, Infrequent Buyers"
792,5311.531530744667,18,48,2,"Moderate-Spending, Occasional Buyers"
793,5407.368255793061,27,41,1,"High-Spending, Frequent Buyers"
794,3084.877136269536,18,31,1,"High-Spending, Frequent Buyers"
795,3378.4151893876065,33,38,1,"High-Spending, Frequent Buyers"
796,6579.729279999356,22,33,0,"Low-Spending, Infrequent Buyers"
797,4940.667269215018,18,35,2,"Moderate-Spending, Occasional Buyers"
798,6022.2510460589365,21,32,0,"Low-Spending, Infrequent Buyers"
799,5042.477564195692,16,33,0,"Low-Spending, Infrequent Buyers"
800,5044.634209243618,18,37,2,"Moderate-Spending, Occasional Buyers"
801,6407.425708963997,18,25,0,"Low-Spending, Infrequent Buyers"
802,4225.93290767394,23,25,1,"High-Spending, Frequent Buyers"
803,5144.181165411475,23,21,1,"High-Spending, Frequent Buyers"
804,4306.587066942437,16,19,1,"High-Spending, Frequent Buyers"
805,4348.255658851526,20,23,1,"High-Spending, Frequent Buyers"
806,4536.241814797041,24,37,1,"High-Spending, Frequent Buyers"
807,5333.200657450569,21,26,1,"High-Spending, Frequent Buyers"
808,4281.877067504784,24,40,2,"Moderate-Spending, Occasional Buyers"
809,6883.634188360281,24,35,0,"Low-Spending, Infrequent Buyers"
810,3658.089046670744,24,18,1,"High-Spending, Frequent Buyers"
811,4719.692533757961,14,42,2,"Moderate-Spending, Occasional Buyers"
812,4340.403412588737,22,43,2,"Moderate-Spending, Occasional Buyers"
813,7170.466826530599,15,25,0,"Low-Spending, Infrequent Buyers"
814,5294.832164767362,26,39,1,"High-Spending, Frequent Buyers"
815,6547.766809202953,27,26,1,"High-Spending, Frequent Buyers"
816,2771.6594404445423,21,36,2,"Moderate-Spending, Occasional Buyers"
817,5400.575398803889,26,22,1,"High-Spending, Frequent Buyers"
818,6334.446193435156,22,18,1,"High-Spending, Frequent Buyers"
819,5123.425983913136,20,31,1,"High-Spending, Frequent Buyers"
820,6598.220562598027,17,34,0,"Low-Spending, Infrequent Buyers"
821,4224.067324849442,17,31,1,"High-Spending, Frequent Buyers"
822,7114.021160278369,16,23,0,"Low-Spending, Infrequent Buyers"
823,8448.347185428876,27,31,0,"Low-Spending, Infrequent Buyers"
824,4455.7421593405115,15,38,2,"Moderate-Spending, Occasional Buyers"
825,4331.746217898843,23,35,1,"High-Spending, Frequent Buyers"
826,7180.076715676551,25,37,0,"Low-Spending, Infrequent Buyers"
827,7369.358218596069,24,28,0,"Low-Spending, Infrequent Buyers"
828,4215.709959270098,23,47,2,"Moderate-Spending, Occasional Buyers"
829,4369.719774356214,29,23,1,"High-Spending, Frequent Buyers"
830,4577.323086709239,18,40,2,"Moderate-Spending, Occasional Buyers"
831,2983.3242334485844,15,47,2,"Moderate-Spending, Occasional Buyers"
832,3622.0220802737026,16,40,2,"Moderate-Spending, Occasional Buyers"
833,3493.7888498718985,17,33,2,"Moderate-Spending, Occasional Buyers"
834,3848.3036523438072,24,30,1,"High-Spending, Frequent Buyers"
835,4947.972668919828,13,45,2,"Moderate-Spending, Occasional Buyers"
836,5351.3220988047815,18,21,1,"High-Spending, Frequent Buyers"
837,7325.7507392211155,16,25,0,"Low-Spending, Infrequent Buyers"
838,3502.4689388918137,26,31,1,"High-Spending, Frequent Buyers"
839,6476.483597714876,16,47,0,"Low-Spending, Infrequent Buyers"
840,4679.016733661737,11,39,0,"Low-Spending, Infrequent Buyers"
841,4925.804435521351,23,25,1,"High-Spending, Frequent Buyers"
842,6012.229238249905,16,32,0,"Low-Spending, Infrequent Buyers"
843,3315.916967656552,19,29,1,"High-Spending, Frequent Buyers"
844,5573.614619276076,24,28,1,"High-Spending, Frequent Buyers"
845,5249.678312319584,17,45,2,"Moderate-Spending, Occasional Buyers"
846,5738.676896012224,16,21,0,"Low-Spending, Infrequent Buyers"
847,5433.752965861727,24,51,2,"Moderate-Spending, Occasional Buyers"
848,8682.950209866342,24,43,0,"Low-Spending, Infrequent Buyers"
849,4043.390023623026,25,46,2,"Moderate-Spending, Occasional Buyers"
850,4203.5045674972735,21,30,1,"High-Spending, Frequent Buyers"
851,4065.2892103628537,26,34,1,"High-Spending, Frequent Buyers"
852,4166.784321259618,24,21,1,"High-Spending, Frequent Buyers"
853,4043.919309040223,23,30,1,"High-Spending, Frequent Buyers"
854,6783.524796661328,16,40,0,"Low-Spending, Infrequent Buyers"
855,7130.756371984782,18,48,0,"Low-Spending, Infrequent Buyers"
856,4143.880559375785,24,24,1,"High-Spending, Frequent Buyers"
857,3751.4666403436568,21,31,1,"High-Spending, Frequent Buyers"
858,5707.123334579606,19,33,0,"Low-Spending, Infrequent Buyers"
859,4171.665433578543,22,21,1,"High-Spending, Frequent Buyers"
860,5949.397726633266,29,41,1,"High-Spending, Frequent Buyers"
861,5304.38453127695,20,28,1,"High-Spending, Frequent Buyers"
862,2726.383827504152,23,33,1,"High-Spending, Frequent Buyers"
863,7321.257801995092,17,30,0,"Low-Spending, Infrequent Buyers"
864,7693.816509643282,22,27,0,"Low-Spending, Infrequent Buyers"
865,4080.8169642734206,15,35,2,"Moderate-Spending, Occasional Buyers"
866,4418.447660096024,19,33,1,"High-Spending, Frequent Buyers"
867,5428.798086087358,25,31,1,"High-Spending, Frequent Buyers"
868,5501.685184980537,21,28,1,"High-Spending, Frequent Buyers"
869,5987.816409009246,31,38,1,"High-Spending, Frequent Buyers"
870,8015.306808149524,20,52,0,"Low-Spending, Infrequent Buyers"
871,4734.579158758926,15,36,2,"Moderate-Spending, Occasional Buyers"
872,3802.5541331923196,17,45,2,"Moderate-Spending, Occasional Buyers"
873,2931.021157978209,21,21,1,"High-Spending, Frequent Buyers"
874,3903.6049400871216,18,37,2,"Moderate-Spending, Occasional Buyers"
875,4950.309540689304,12,24,0,"Low-Spending, Infrequent Buyers"
876,7691.836795276682,22,20,0,"Low-Spending, Infrequent Buyers"
877,4223.583051445743,15,28,1,"High-Spending, Frequent Buyers"
878,5335.681927458348,17,47,2,"Moderate-Spending, Occasional Buyers"
879,4975.3656558908715,27,45,2,"Moderate-Spending, Occasional Buyers"
880,6782.589910172126,25,37,0,"Low-Spending, Infrequent Buyers"
881,8790.398638810433,18,20,0,"Low-Spending, Infrequent Buyers"
882,4203.696840619519,12,33,0,"Low-Spending, Infrequent Buyers"
883,4265.840836222666,12,38,2,"Moderate-Spending, Occasional Buyers"
884,6566.241315603608,16,37,0,"Low-Spending, Infrequent Buyers"
885,6022.8372344394675,17,18,0,"Low-Spending, Infrequent Buyers"
886,7770.06098860405,15,26,0,"Low-Spending, Infrequent Buyers"
887,5875.892277988946,17,34,0,"Low-Spending, Infrequent Buyers"
888,4461.061863819411,18,40,2,"Moderate-Spending, Occasional Buyers"
889,5885.982246038464,16,18,0,"Low-Spending, Infrequent Buyers"
890,6663.055370874362,16,33,0,"Low-Spending, Infrequent Buyers"
891,6230.723271796046,22,36,0,"Low-Spending, Infrequent Buyers"
892,5760.911046660946,16,43,0,"Low-Spending, Infrequent Buyers"
893,6600.012034383731,14,42,0,"Low-Spending, Infrequent Buyers"
894,6753.943385668509,26,41,0,"Low-Spending, Infrequent Buyers"
895,7073.238486556291,12,27,0,"Low-Spending, Infrequent Buyers"
896,5973.064831384464,17,18,0,"Low-Spending, Infrequent Buyers"
897,4749.322879524719,24,31,1,"High-Spending, Frequent Buyers"
898,5220.070529649985,21,45,2,"Moderate-Spending, Occasional Buyers"
899,6809.763449762535,14,49,0,"Low-Spending, Infrequent Buyers"
900,3774.596493519146,17,42,2,"Moderate-Spending, Occasional Buyers"
901,5553.009963309351,12,39,0,"Low-Spending, Infrequent Buyers"
902,4409.991781508959,17,39,2,"Moderate-Spending, Occasional Buyers"
903,5043.117234402226,11,29,0,"Low-Spending, Infrequent Buyers"
904,6917.677793910948,19,34,0,"Low-Spending, Infrequent Buyers"
905,5286.648602029855,21,52,2,"Moderate-Spending, Occasional Buyers"
906,5069.6548222342235,17,26,0,"Low-Spending, Infrequent Buyers"
907,2960.2157885301212,26,51,2,"Moderate-Spending, Occasional Buyers"
908,6119.380349040831,15,32,0,"Low-Spending, Infrequent Buyers"
909,5968.226271711613,23,48,2,"Moderate-Spending, Occasional Buyers"
910,8244.88208495819,20,21,0,"Low-Spending, Infrequent Buyers"
911,4538.332647570499,18,41,2,"Moderate-Spending, Occasional Buyers"
912,5328.7254914959085,19,28,1,"High-Spending, Frequent Buyers"
913,5374.075525566133,19,21,1,"High-Spending, Frequent Buyers"
914,7366.179919645212,14,37,0,"Low-Spending, Infrequent Buyers"
915,4857.056701419572,30,45,2,"Moderate-Spending, Occasional Buyers"
916,5418.532288655509,21,27,1,"High-Spending, Frequent Buyers"
917,5911.844764574809,20,20,1,"High-Spending, Frequent Buyers"
918,5279.913684734537,16,34,0,"Low-Spending, Infrequent Buyers"
919,4330.349578174208,18,34,2,"Moderate-Spending, Occasional Buyers"
920,5291.134989347462,14,40,0,"Low-Spending, Infrequent Buyers"
921,6610.447624789658,15,44,0,"Low-Spending, Infrequent Buyers"
922,3460.22705088341,16,34,2,"Moderate-Spending, Occasional Buyers"
923,5199.454511220314,25,54,2,"Moderate-Spending, Occasional Buyers"
924,3949.81877759124,21,37,2,"Moderate-Spending, Occasional Buyers"
925,6792.569943387263,18,32,0,"Low-Spending, Infrequent Buyers"
926,2715.219642824338,18,19,1,"High-Spending, Frequent Buyers"
927,4161.617229092618,21,32,1,"High-Spending, Frequent Buyers"
928,5565.817812596782,24,32,1,"High-Spending, Frequent Buyers"
929,7348.286043851511,22,45,0,"Low-Spending, Infrequent Buyers"
930,4901.374608390518,16,40,2,"Moderate-Spending, Occasional Buyers"
931,4167.200709960202,16,23,1,"High-Spending, Frequent Buyers"
932,7821.7356041608855,24,37,0,"Low-Spending, Infrequent Buyers"
933,2827.979149375634,23,42,2,"Moderate-Spending, Occasional Buyers"
934,1701.7910650698773,19,50,2,"Moderate-Spending, Occasional Buyers"
935,5660.021675079998,13,44,0,"Low-Spending, Infrequent Buyers"
936,4246.918663471083,28,43,2,"Moderate-Spending, Occasional Buyers"
937,3468.15077430393,17,36,2,"Moderate-Spending, Occasional Buyers"
938,6062.5346709490295,20,39,0,"Low-Spending, Infrequent Buyers"
939,5365.701070656798,24,47,2,"Moderate-Spending, Occasional Buyers"
940,4153.882053894908,20,22,1,"High-Spending, Frequent Buyers"
941,3079.5434019936583,24,32,1,"High-Spending, Frequent Buyers"
942,6308.685992420217,25,27,1,"High-Spending, Frequent Buyers"
943,5975.3017669379915,18,39,0,"Low-Spending, Infrequent Buyers"
944,4851.236204330926,21,47,2,"Moderate-Spending, Occasional Buyers"
945,7769.955494071499,20,29,0,"Low-Spending, Infrequent Buyers"
946,3394.872850510771,10,18,1,"High-Spending, Frequent Buyers"
947,2711.7122436128916,21,31,1,"High-Spending, Frequent Buyers"
948,3962.1378951781335,25,44,2,"Moderate-Spending, Occasional Buyers"
949,4931.620975466753,16,40,2,"Moderate-Spending, Occasional Buyers"
950,5365.009173984038,23,39,2,"Moderate-Spending, Occasional Buyers"
951,4638.145913215505,21,32,1,"High-Spending, Frequent Buyers"
952,5528.083094771445,15,22,0,"Low-Spending, Infrequent Buyers"
953,3122.6908637143342,24,40,2,"Moderate-Spending, Occasional Buyers"
954,7165.646906109889,23,27,0,"Low-Spending, Infrequent Buyers"
955,4876.773232411147,24,57,2,"Moderate-Spending, Occasional Buyers"
956,6675.943747382192,22,41,0,"Low-Spending, Infrequent Buyers"
957,5514.088019566556,28,29,1,"High-Spending, Frequent Buyers"
958,5685.129828730676,11,29,0,"Low-Spending, Infrequent Buyers"
959,5854.650920348306,25,34,1,"High-Spending, Frequent Buyers"
960,5671.562840025972,24,33,1,"High-Spending, Frequent Buyers"
961,5964.084139801316,18,46,2,"Moderate-Spending, Occasional Buyers"
962,6993.728795198647,31,37,1,"High-Spending, Frequent Buyers"
963,5294.781754552205,28,28,1,"High-Spending, Frequent Buyers"
964,6063.505636382768,21,54,2,"Moderate-Spending, Occasional Buyers"
965,4865.39645856916,17,35,0,"Low-Spending, Infrequent Buyers"
966,7160.17582317421,23,43,0,"Low-Spending, Infrequent Buyers"
967,3985.4115469110957,23,29,1,"High-Spending, Frequent Buyers"
968,7701.410649366224,18,39,0,"Low-Spending, Infrequent Buyers"
969,4939.763074033485,19,38,2,"Moderate-Spending, Occasional Buyers"
970,2853.837346822928,18,18,1,"High-Spending, Frequent Buyers"
971,5192.156622366184,29,55,2,"Moderate-Spending, Occasional Buyers"
972,3978.422513787679,18,48,2,"Moderate-Spending, Occasional Buyers"
973,6260.965323483086,11,31,0,"Low-Spending, Infrequent Buyers"
974,4021.0640310464137,15,24,1,"High-Spending, Frequent Buyers"
975,4330.72485017783,19,38,2,"Moderate-Spending, Occasional Buyers"
976,2165.6889035817035,16,36,2,"Moderate-Spending, Occasional Buyers"
977,4321.540521126385,22,39,2,"Moderate-Spending, Occasional Buyers"
978,1364.181010056565,24,37,2,"Moderate-Spending, Occasional Buyers"
979,2624.145764771415,24,40,2,"Moderate-Spending, Occasional Buyers"
980,6140.621984216446,22,49,2,"Moderate-Spending, Occasional Buyers"
981,6178.700237976248,19,41,0,"Low-Spending, Infrequent Buyers"
982,5638.186342677447,17,25,0,"Low-Spending, Infrequent Buyers"
983,3549.5357853061805,17,49,2,"Moderate-Spending, Occasional Buyers"
984,4928.43296578703,15,51,2,"Moderate-Spending, Occasional Buyers"
985,4994.596191364148,19,67,2,"Moderate-Spending, Occasional Buyers"
986,3262.452966211186,14,24,1,"High-Spending, Frequent Buyers"
987,7255.097452650725,20,37,0,"Low-Spending, Infrequent Buyers"
988,6316.043435863507,20,18,1,"High-Spending, Frequent Buyers"
989,4668.553739255504,21,41,2,"Moderate-Spending, Occasional Buyers"
990,5040.328758491796,15,30,0,"Low-Spending, Infrequent Buyers"
991,5312.574211921329,21,54,2,"Moderate-Spending, Occasional Buyers"
992,1937.397697363564,18,27,1,"High-Spending, Frequent Buyers"
993,4629.233926219104,25,18,1,"High-Spending, Frequent Buyers"
994,3977.0236280033023,19,30,1,"High-Spending, Frequent Buyers"
995,3497.5699851576264,24,18,1,"High-Spending, Frequent Buyers"
996,4578.349560671068,21,43,2,"Moderate-Spending, Occasional Buyers"
997,7696.529790274284,16,18,0,"Low-Spending, Infrequent Buyers"
998,5961.264291900515,21,35,0,"Low-Spending, Infrequent Buyers"
999,4143.231515325805,20,18,1,"High-Spending, Frequent Buyers"
1000,5858.874172034238,15,32,0,"Low-Spending, Infrequent Buyers"
